Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
Deutsche Bank,US IG Credit,,O,Economic and Asset Class Outlook June 2026,09/06/2026,near_leaf,structural,0.5000,distinct,kept,false,This is the USD IG call — 'constructive' on 'USD ... investment-grade' credit — a distinct regional credit exposure.
Deutsche Bank,Europe IG Credit,,O,Economic and Asset Class Outlook June 2026,09/06/2026,near_leaf,structural,0.5000,distinct,kept,false,This is a separate EUR IG call — 'EUR IG appears better supported' — a different region with its own rationale.
DPAM,Multi-Sector Equities - Diversification,,O,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is a diversification/style call — 'importance of diversification ... across regions and investment styles' — not a single-region view.
DPAM,Europe Equities,,O,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is a specific regional relative-value call — 'European equities continue to trade at lower valuation levels than the US' — a distinct country exposure.
DPAM,Emerging Markets Equities,,O,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is a specific regional call — 'emerging market equities also appear less expensive' — a distinct positive regional view.
DPAM,US Equities,,U,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is the relative disfavor of US equities against cheaper regions — a separate negative regional call.
DPAM,Large Cap Equities,,U,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is a size-factor call — small caps 'appear increasingly attractive relative to large-cap stocks' — a distinct exposure.
DPAM,Equities - General,,O,Mid Year Equity Outlook 2026,27/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is the broad near-term equity stance — 'AI momentum and resilient economic growth are likely to continue supporting equity markets' — not a regional view.
Eastspring,AI,,O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,This is the thematic AI call — 'AI is becoming a structural growth driver for Asia' — a distinct thematic exposure.
Eastspring,IT/Tech/Telecomms (inc. AI),,O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,This is a dedicated sector-allocation call — 'a dedicated Asia tech allocation' to capture innovators — a separate call from the AI theme.
Eastspring,China Equities,China Equities (Policy-Led Alpha),O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,short_label_containment,0.4000,same_claim,winner,true,"Both rows draw from the same sentence — 'better opportunities in A-shares with a focus on China tech as well as beneficiaries from China's strategic industrial investment' — expressing one selective, policy-led China stance."
Eastspring,China Equities (Policy-Led Alpha),China Equities (Policy-Led Alpha),O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,short_label_containment,0.4000,same_claim,merged,true,"Both rows draw from the same sentence — 'better opportunities in A-shares with a focus on China tech as well as beneficiaries from China's strategic industrial investment' — expressing one selective, policy-led China stance."
Eastspring,Japan Equities,,O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,This is the broad country call — 'Japan is in the midst of a robust cyclical upswing' with 'earnings upgrades across multiple sectors' — not a single sub-sector.
Eastspring,Japan Equities - Industrials,,O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,This is a specific sector pick — 'We are positive on industrials' — a distinct sub-sector exposure.
Eastspring,Japan Equities - Domestic-Facing,,O,CIO Weekly 2026 Mid Year Outlook,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,This is a distinct theme pick — 'domestically oriented names which are more defensive' — a different exposure than industrials or the broad country view.
Edmond de Rothschild,AI,,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"Row 0 is EdR's broad AI-thematic conviction — ""The first supercycle is that of artificial intelligence"" — a theme-level call distinct from the IT/Tech sector expression."
Edmond de Rothschild,IT/Tech/Telecomms (inc. AI),,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026 | CIO Letter Private Banking Monaco July 2026",02/07/2026 | 30/06/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"Row 1 is a specific semiconductor/IT-sector pick — ""favor equities—particularly major semiconductor manufacturers benefiting from this inflationary cycle"" — a distinct sector call, not the AI theme itself."
Edmond de Rothschild,China Equities,,U,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"China-specific cautious call — ""China... increasingly exhibiting the characteristics of a stagflationary environment."""
Edmond de Rothschild,UK Equities,,U,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"UK-specific cautious call — ""to a lesser extent, the UK."""
Edmond de Rothschild,US Equities,,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"US-specific positive call — ""the US stands out strikingly... maintaining growth of close to 3 per cent."""
Edmond de Rothschild,Equities - General,,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026 | CIO Letter Private Banking Monaco July 2026",02/07/2026 | 30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Broad structural equities stance — ""favor equities"" as long-term growth assets — separate from any single geography."
Edmond de Rothschild,Europe - Small Caps,Europe - Small Caps,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both rows are the one small-and-mid-cap position from the same sentence — ""Small and mid caps also represent particularly fertile ground"" — split across two leaves, both overweight."
Edmond de Rothschild,Europe - Mid Caps,Europe - Small Caps,O,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,same_claim,merged,true,"Both rows are the one small-and-mid-cap position from the same sentence — ""Small and mid caps also represent particularly fertile ground"" — split across two leaves, both overweight."
Edmond de Rothschild,Europe - Large Caps,,U,"Outlook & Convictions: Asset Management, 2nd Semester 2026",02/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"Large-caps is the opposite side of the comparison and carries an underweight — ""more attractively valued than large caps"" — a separate call."
EFG International,EM Debt - Local Currency,,O,Mid-year Outlook 2026,14/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Local-currency preference is one side of the relative call — ""prioritise local-currency exposure"" — overweight and distinct from the hard-currency side."
EFG International,EM Debt - Hard Currency,,U,Mid-year Outlook 2026,14/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Hard-currency EM debt is the cautious opposite side — ""hard-currency EM debt looks fully valued"" — an underweight distinct from the local-currency overweight."
EFG International,EM Debt - General,,U,Mid-year Outlook 2026,14/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"A separate near-term broad EM-debt reduction — ""Dial back EM bond exposure near term"" — from a different page and statement."
EFG International,Europe - Small Caps,Europe - Small Caps,O,Mid-year Outlook 2026,14/06/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both rows are one call from the same sentence — ""Look for upside in European and Swiss small & mid-caps"" — split across two leaves, both overweight."
EFG International,Europe - Mid Caps,Europe - Small Caps,O,Mid-year Outlook 2026,14/06/2026,near_leaf,structural,0.5000,same_claim,merged,true,"Both rows are one call from the same sentence — ""Look for upside in European and Swiss small & mid-caps"" — split across two leaves, both overweight."
Fidelity,US IG Credit,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"US-specific outright short — ""outright short exposure to both US investment grade and high-yield indices"" — a concrete position distinct from the broad IG ranking."
Fidelity,Global IG Credit,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Broad relative-value stance on IG vs HY — ""High yield is more attractive than investment grade"" — separate in scope from the US-specific short."
Fidelity,Asia IG Credit,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Asia IG is a different region with the opposite view — ""Asia's high-quality bonds are becoming a bigger draw for investors"" — an overweight, genuinely separate call."
Fidelity,Japan Govt Bonds,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Japan-specific govt-bond call driven by repatriation — ""a potential repatriation of capital in favour of Japanese government bonds"" — distinct exposure from Australia."
Fidelity,Australia Govt Bonds,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Australia-specific govt-bond call on yield advantage and AAA rating — ""widening yield advantage over US Treasuries... boosting the attractiveness of Australian bonds"" — a separate exposure."
Fidelity,Equities - General,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Broad equities base-case stance — ""Regime 2 - our base case for H2... Risk-on equities"" — distinct from any single geography."
Fidelity,Japan Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Country-level Japan conviction — ""constructive on equity risk overall, particularly in Japan."""
Fidelity,Emerging Markets Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Broad EM equity stance — ""particularly in Japan and select emerging markets"" — distinct from the individual EM-country calls."
Fidelity,Europe Equities,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Europe-specific underweight — ""We are underweight European equities."""
Fidelity,US Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"US-specific positive call — ""the AI trade and strong earnings are supporting US stocks."""
Fidelity,LatAm Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"LatAm commodity-exporter call — ""Those that export commodities in Latin America are benefitting."""
Fidelity,Brazil Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Brazil-specific call on valuation and energy — ""Brazil for instance is one beneficiary from increasing energy prices with equities that are attractively valued."""
Fidelity,South Africa/Africa Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"South Africa-specific call — ""South Africa boasts compelling domestic fundamentals and commodity support."""
Fidelity,South Korea Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"South Korea tech-driven call — ""boosting the appeal of tech names in South Korea."""
Fidelity,Taiwan Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Taiwan tech-driven call — AI ""boosting the appeal of tech names in South Korea, Taiwan."""
Fidelity,Mining Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Mining/gold-miner sector call — ""significant value among gold miners... double digit free cash flow yields."""
Fidelity,Mexico Equities,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Mexico nearshoring call — ""Mexico... is likely to benefit from nearshoring."""
Fidelity,Japan Equities - Domestic-Facing,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Specific Japan domestic-facing midcap sub-play — ""Midcaps should do well: they are more domestically orientated"" — a distinct thematic call under Japan."
Fidelity,India Equities,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"India underweight — named among the vulnerable and ""We are underweight those countries... vulnerable to energy shortages."""
Fidelity,Thailand Equities,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Thailand underweight — named among the vulnerable and ""We are underweight those countries... vulnerable to energy shortages."""
Fidelity,Duration,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 0 is the broad benchmark-relative stance — 'we have moved to an overweight duration stance relative to benchmark' — not a country-specific position.
Fidelity,UK Duration,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 1 is a specific UK-curve implementation — 'increased exposure to UK rates at the front and intermediate sections of the curve' — a distinct call under the broad stance.
Fidelity,Short-Dated Bonds,,O,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 0 is the overweight short-maturity leg — 'short-term bonds are more attractive as they are less sensitive to interest rate changes'.
Fidelity,Long-Dated Bonds,,U,Mid-Year Outlook 2026,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 1 is the opposite underweight leg on a different maturity — 'long-dated or super-long JGBs' being the less-favoured side of the barbell.
Fidelity International,Equities - General,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 0 is the broad overall stance — 'We are constructive on equity risk overall' — distinct from the country/sector calls.
Fidelity International,Japan Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Row 1 is a specific-country call — 'Japanese equities continue to look attractive, with earnings strong'."
Fidelity International,Emerging Markets Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 2 is a distinct EM-aggregate call — 'Emerging markets remain a high conviction allocation for us'.
Fidelity International,Europe Equities,,U,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Row 3 is a distinct regional underweight — 'We are underweight European equities, which are more exposed to supply disruption'."
Fidelity International,US Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 4 is a distinct US call — 'the AI trade and strong earnings are supporting US stocks'.
Fidelity International,Brazil Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 5 is a distinct single-country call — 'Brazil ... equities that are attractively valued'.
Fidelity International,Asia Equities,,N,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Row 6 is a distinct mixed regional view — Asia's view is 'mixed, with energy-importing markets under pressure'."
Fidelity International,South Africa/Africa Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 7 is a distinct single-country call — 'South Africa boasts compelling domestic fundamentals and commodity support'.
Fidelity International,South Korea Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Row 8 is a distinct single-country call — 'Korea, supported by the semiconductor cycle and corporate reforms'."
Fidelity International,Taiwan Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 9 is a distinct single-country call — 'High-quality tech hardware businesses in Taiwan ... benefitting from hyperscalers' AI capex'.
Fidelity International,Mining Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 10 is a distinct sector call — 'significant value among gold miners ... double digit free cash flow yields'.
Fidelity International,LatAm Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Row 11 is a distinct regional call — 'Strong commodity prices also support exporters, particularly in certain LatAm markets'."
Fidelity International,Mexico Equities,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Row 12 is a distinct single-country call — 'Mexico ... is likely to benefit from nearshoring'.
Fidelity International,US IG Credit,,U,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 0 is a distinct US-specific short — 'outright short exposure to both US investment grade and high-yield indices'.
Fidelity International,Global IG Credit,,U,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 1 is a distinct global-scope ranking — 'High yield is more attractive than investment grade'.
Fidelity International,Asia IG Credit,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 2 is a distinct Asia-region positive — 'Asia's high-quality bonds are becoming a bigger draw'.
Fidelity International,Japan Govt Bonds,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 0 is a distinct Japan-specific call — 'repatriation of capital in favour of Japanese government bonds'.
Fidelity International,Australia Govt Bonds,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 1 is a distinct Australia-specific call — 'the strong domestic economy are boosting the attractiveness of Australian bonds'.
Fidelity International,Infrastructure,Infrastructure,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,same_claim,winner,true,Both express one positive infrastructure stance over the same horizon — 'real assets such as infrastructure ... participate in growth opportunities' and 'further investment ... in their ageing grids' supporting the same theme.
Fidelity International,Infrastructure Theme,Infrastructure,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,same_claim,merged,true,Both express one positive infrastructure stance over the same horizon — 'real assets such as infrastructure ... participate in growth opportunities' and 'further investment ... in their ageing grids' supporting the same theme.
Fidelity International,Short-Dated Bonds,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 0 is the overweight short-maturity leg — 'short-term bonds are more attractive as they are less sensitive to interest rate changes'.
Fidelity International,Long-Dated Bonds,,U,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Row 1 is the opposite underweight long-maturity leg — 'long-dated or super-long JGBs' carrying greater rate sensitivity.
Fidelity International,Short-Dated UK Gilts,,O,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.6000,distinct,kept,false,Row 0 is the overweight front-end call — 'increased exposure to UK rates at the front and intermediate sections of the curve'.
Fidelity International,Long-Dated UK Gilts,,U,Fidelity International Mid Year Outlook 2026 EMEA,10/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Row 1 is the opposite cautious long-end call — 'still cautious at the longer end, where fiscal concerns and elevated bond supply present a more challenging backdrop'."
Fidelity Investments,Equities - General,Equities - General,O,Investing Outlook,,near_leaf,structural,0.5000,same_claim,winner,true,"Both are the firm's one constructive US-equity read — row 1 says the 'market generally does not appear overstretched' with 'continued market strength remains a real possibility' and row 0 gives the same 'constructive read on US equities', both overweight so no primary is needed."
Fidelity Investments,US Equities,Equities - General,O,Investing Outlook,,near_leaf,structural,0.5000,same_claim,merged,true,"Both are the firm's one constructive US-equity read — row 1 says the 'market generally does not appear overstretched' with 'continued market strength remains a real possibility' and row 0 gives the same 'constructive read on US equities', both overweight so no primary is needed."
Fiduciary Trust,Japan Equities,,O,Market Outlook,07/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"This row is a Japan-specific call keyed to 'high-value equipment... imported from... Japan' feeding the 'AI infrastructure demand cycle', a different exposure from developing-Asia growth."
Fiduciary Trust,Asia ex-Japan Equities,,O,Market Outlook,07/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"This row is a separate plan to 'increase exposure to investment opportunities in developing Asian markets, in particular in Southeast Asia and India', a different region and thesis (urban middle class) from Japan."
Franklin Templeton,Duration - Short,Duration - Short-to-Intermediate,O,The World Didn't Break: 2026 Mid-Year Investment Outlook,01/07/2026,near_leaf,structural,0.6667,same_claim,winner,true,"Both express one short-duration income stance — row 0 says 'we now favor short-duration yield' and row 1 finds yields 'compelling' 'particularly in the short- and intermediate-maturity segments', both overweight so no primary is needed."
Franklin Templeton,Duration - Short-to-Intermediate,Duration - Short-to-Intermediate,O,The World Didn't Break: 2026 Mid-Year Investment Outlook,01/07/2026,near_leaf,structural,0.6667,same_claim,merged,true,"Both express one short-duration income stance — row 0 says 'we now favor short-duration yield' and row 1 finds yields 'compelling' 'particularly in the short- and intermediate-maturity segments', both overweight so no primary is needed."
Generali Investments,Equities - General,,N,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"This is the firm's broad-equity stance ('Equity — 0', neutral), separate from the region-specific grid calls."
Generali Investments,Europe Equities,,N,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'Euro Area equity — 0'.
Generali Investments,US Equities,,N,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'US equity — 0'.
Generali Investments,UK Equities,,U,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'UK equity — -'.
Generali Investments,Japan Equities,,U,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'Japan equity — -'.
Generali Investments,China Equities,,O,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'China equity — +'.
Generali Investments,Emerging Markets Equities,,O,Compass June 2026,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A region-specific call: 'Emerging Markets equity — +'.
Generali Investments,US Duration,,U,Compass June 2026,,near_leaf,structural,0.5000,distinct,kept,false,"A US-specific short: 'we run a slight short, concentrated in the US', distinct from the broad-duration stance."
Generali Investments,Duration,,N,Compass June 2026,,near_leaf,structural,0.5000,distinct,kept,false,"A separate broad-duration call: 'Duration — 0; Neutral duration', a different leaf and a different view from the US short."
Generali Investments,Euro Govt Bonds (Core),,U,Compass June 2026,,near_leaf,structural,0.6000,distinct,kept,false,"A core-segment call: 'Gov. Euro Area (core) — -', a different segment from peripherals."
Generali Investments,Euro Govt Bonds (Peripherals),,U,Compass June 2026,,near_leaf,structural,0.6000,distinct,kept,false,A separate peripheral-segment call at a deeper level: 'Gov. Euro Area (peripheral) — --'.
Generali Investments,Global IG Credit,,O,Compass June 2026,,near_leaf,structural,0.5000,distinct,kept,false,"A broad credit statement covering 'Credit, both IG and HY', distinct from the euro-specific IG grid rating."
Generali Investments,Europe IG Credit,,O,Compass June 2026,,near_leaf,structural,0.5000,distinct,kept,false,A euro-specific IG call at a distinct grid level: 'Euro Investment Grade — between + and ++'.
GlobalX ETFs,AI,,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"This is the AI-theme trade: 'The AI ecosystem will likely remain an important trade', a thematic exposure distinct from a broad tech-sector allocation."
GlobalX ETFs,IT/Tech/Telecomms (inc. AI),,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"This is a Technology-sector call: 'the Technology sector is projected to accelerate earnings growth the fastest, with a 31% CAGR', a broader sector view than the AI theme."
GlobalX ETFs,Equities - General,,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"Broad asset-allocation stance — ""we continue to be optimistic about both the economy and the equity markets broadly"" — not tied to any single geography."
GlobalX ETFs,Mining Equities,,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A sector-specific call on ""Materials, particularly metals and mining,"" distinct from any geographic equity view."
GlobalX ETFs,Large Cap Equities,,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A large-cap-specific view — ""the path of least resistance is higher for the broad large-cap indexes, a two-speed market may develop"" — separate from the country calls."
GlobalX ETFs,Brazil Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A dedicated Brazil call — ""Striker: BRAZIL ... a rate-cutting cycle and commodity strength"" — a specific country."
GlobalX ETFs,LatAm Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A LatAm call built on Colombia and Argentina Strikers, a distinct regional exposure."
GlobalX ETFs,India Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A dedicated India ""Midfielder"" call on ""a multi-engine growth model at a rare valuation reset."""
GlobalX ETFs,Emerging Markets ex-China Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"The specifically-favored ""Captain and Midfielder: EMERGING MARKETS (ex-China)"" core allocation, a different exposure from broad EM."
GlobalX ETFs,ASEAN Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A dedicated ASEAN/""Southeast Asia"" Midfielder call on demographics and trade integration."
GlobalX ETFs,EEMEA Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A Greece ""Defender"" pick snapped to EEMEA, a specific emerging-Europe exposure."
GlobalX ETFs,Emerging Markets Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"The broad EM-equities cycle thesis — ""Emerging Markets stood at the start of a potentially meaningful cycle"" — distinct from the ex-China sleeve."
GlobalX ETFs,South Korea Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A South Korea view — ""we remain fans"" but decline to add it to the roster — a specific country call."
GlobalX ETFs,Taiwan Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A Taiwan view — ""we remain fans"" but decline to add it — a separate country call."
GlobalX ETFs,China Equities,,N,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A balanced China call — ""opportunities across technology and consumption"" offset by ""a challenging investment backdrop"" — the only neutral in the cluster."
GlobalX ETFs,Vietnam Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A dedicated Vietnam call — ""Vietnam remains a standout opportunity"" on the FTSE upgrade — a specific country."
GlobalX ETFs,Europe Equities,,O,2026 Midyear Outlook: Emerging Markets,06/07/2026,near_leaf,short_label_containment + structural,0.6000,distinct,kept,false,"A Greece ""Defender"" call snapped to broad Europe Equities, judged on its own subject."
GlobalX ETFs,Duration,Duration,O,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both quote the one position — ""the bias in favor of short duration may fade, and investors can be compensated for adding some interest rate risk"" — so adding duration is the firm's real, actionable call."
GlobalX ETFs,Duration - Short,Duration,U,2026 Midyear Outlook: Macroeconomic,06/07/2026,near_leaf,structural,0.5000,same_claim,superseded,true,"Both quote the one position — ""the bias in favor of short duration may fade, and investors can be compensated for adding some interest rate risk"" — so adding duration is the firm's real, actionable call."
Guardian Capital,AI,AI,O,Economic Outlook Spring 2026,14/05/2026,near_leaf,short_label_containment,0.2000,same_claim,winner,true,"Both are one bullish AI thesis — rising AI adoption plus ""semiconductors, which are integral to the hardware that drives AI capabilities"" surging — with the same positive view."
