Firm,Sub-Asset Class,action,scope_verdict,scope_reason,precedence_rule,row_view,row_source,row_date,row_confidence,row_band,row_basis,surviving_row
Invesco,China Equities,merged,same_claim,"All three are constructive on China equities—""China is also expected to increasingly benefit"", ""outlook for China equities remains constructive"", and ""China as a transition beneficiary.""",same_view_merge,O,2026 Midyear Investment Outlook - Asia Equities,28/05/2026,75,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 Midyear Investment Outlook – China Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,China Equities,winner,same_claim,"All three are constructive on China equities—""China is also expected to increasingly benefit"", ""outlook for China equities remains constructive"", and ""China as a transition beneficiary.""",same_view_merge,O,2026 Midyear Investment Outlook – China Equities,28/05/2026,89,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 Midyear Investment Outlook – China Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,China Equities,merged,same_claim,"All three are constructive on China equities—""China is also expected to increasingly benefit"", ""outlook for China equities remains constructive"", and ""China as a transition beneficiary.""",same_view_merge,O,2026 midyear outlook: A world disrupted? Resilience endures.,02/06/2026,74,Medium,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 Midyear Investment Outlook – China Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,Energy,kept_distinct,distinct_claims,"Different scenario: prices ""likely to remain elevated amid ongoing uncertainty"" versus ""When the Strait of Hormuz reopens, we expect energy prices will fall.""",,O,2026 Midyear Investment Outlook - Asia Equities,28/05/2026,75,High,stated,(all rows kept)
Invesco,Energy,kept_distinct,distinct_claims,"Different scenario: prices ""likely to remain elevated amid ongoing uncertainty"" versus ""When the Strait of Hormuz reopens, we expect energy prices will fall.""",,U,2026 midyear outlook: A world disrupted? Resilience endures.,02/06/2026,74,Medium,stated,(all rows kept)
Invesco,High Quality Issuers,winner,same_claim,"Both prefer high-quality issuers—""BB over B and CCC paper"" and ""continues to support exposure to high-quality Asian credit.""",same_view_merge,O,2026 Midyear Investment Outlook – Asia Fixed Income: High Yield,13/05/2026,79,High,stated,2026 Midyear Investment Outlook – Asia Fixed Income: High Yield | 2026 Midyear Investment Outlook – Asia Fixed Income: Investment Grade
Invesco,High Quality Issuers,merged,same_claim,"Both prefer high-quality issuers—""BB over B and CCC paper"" and ""continues to support exposure to high-quality Asian credit.""",same_view_merge,O,2026 Midyear Investment Outlook – Asia Fixed Income: Investment Grade,02/06/2026,75,High,stated,2026 Midyear Investment Outlook – Asia Fixed Income: High Yield | 2026 Midyear Investment Outlook – Asia Fixed Income: Investment Grade
Invesco,Japan Equities,winner,same_claim,"Both are positive on Japan—""healthy economic growth could underpin stock market performance"" and ""a boost to the economy in the second half of 2026 and in 2027.""",same_view_merge,O,2026 Midyear Investment Outlook – Japan Equities,02/06/2026,75,High,stated,2026 Midyear Investment Outlook – Japan Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,Japan Equities,merged,same_claim,"Both are positive on Japan—""healthy economic growth could underpin stock market performance"" and ""a boost to the economy in the second half of 2026 and in 2027.""",same_view_merge,O,2026 midyear outlook: A world disrupted? Resilience endures.,02/06/2026,72,Medium,inferred,2026 Midyear Investment Outlook – Japan Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,South Korea Equities,winner,same_claim,"Both are positive on Korea—""supported by AI driven investment demand"" and ""Korea are benefitting from artificial intelligence hardware scarcity.""",same_view_merge,O,2026 Midyear Investment Outlook - Asia Equities,28/05/2026,75,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,South Korea Equities,merged,same_claim,"Both are positive on Korea—""supported by AI driven investment demand"" and ""Korea are benefitting from artificial intelligence hardware scarcity.""",same_view_merge,O,2026 midyear outlook: A world disrupted? Resilience endures.,02/06/2026,75,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,Subordinated,kept_distinct,distinct_claims,"Different sub-sector: ""subordinated financial names that have strong capital buffers"" (favored) versus Thailand-linked ""selected bank capital and subordinated instruments"" (caution).",,O,2026 Midyear Investment Outlook – Asia Fixed Income: High Yield,13/05/2026,75,High,stated,(all rows kept)
Invesco,Subordinated,kept_distinct,distinct_claims,"Different sub-sector: ""subordinated financial names that have strong capital buffers"" (favored) versus Thailand-linked ""selected bank capital and subordinated instruments"" (caution).",,U,2026 Midyear Investment Outlook – Asia Fixed Income: Investment Grade,02/06/2026,75,High,stated,(all rows kept)
Invesco,Taiwan Equities,winner,same_claim,"Both are positive on Taiwan—""supported by AI driven investment demand"" and ""Taiwan ... benefitting from artificial intelligence hardware scarcity.""",same_view_merge,O,2026 Midyear Investment Outlook - Asia Equities,28/05/2026,75,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Invesco,Taiwan Equities,merged,same_claim,"Both are positive on Taiwan—""supported by AI driven investment demand"" and ""Taiwan ... benefitting from artificial intelligence hardware scarcity.""",same_view_merge,O,2026 midyear outlook: A world disrupted? Resilience endures.,02/06/2026,75,High,stated,2026 Midyear Investment Outlook - Asia Equities | 2026 midyear outlook: A world disrupted? Resilience endures.
Janus Henderson Investors,Credit - General / Multi-Sector / Broad,kept_distinct,distinct_claims,"Different framing: an explicit ""overall spread beta is neutral"" positioning versus a structural preference that a ""multi-sector approach ... may be better positioned to generate income.""",,N,Multi-Sector Credit Asset Allocation Perspectives: Defensive carry amid asymmetric risks,09/04/2026,86,High,stated,(all rows kept)
Janus Henderson Investors,Credit - General / Multi-Sector / Broad,kept_distinct,distinct_claims,"Different framing: an explicit ""overall spread beta is neutral"" positioning versus a structural preference that a ""multi-sector approach ... may be better positioned to generate income.""",,O,Market GPS Investment Outlook Mid-Year 2026,09/06/2026,75,High,stated,(all rows kept)
LaSalle,Data Centers,winner,same_claim,"Both counsel caution on data centers—""Caution ... Direct investment in data centers"" and ""the history of transformative technology suggests caution.""",same_view_merge,U,LaSalle Macro Quarterly Q32026,01/07/2026,86,High,stated,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
LaSalle,Data Centers,merged,same_claim,"Both counsel caution on data centers—""Caution ... Direct investment in data centers"" and ""the history of transformative technology suggests caution.""",same_view_merge,U,ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,30/06/2026,74,Medium,inferred,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
LaSalle,RE - Europe Retail,winner,same_claim,"Both are constructive on European retail—""Top conviction calls — Europe — Outlet centers"" and ""European retail vacancy rates are converging ... closer to a positive rental tipping point.""",same_view_merge,O,LaSalle Macro Quarterly Q32026,01/07/2026,90,High,stated,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
LaSalle,RE - Europe Retail,merged,same_claim,"Both are constructive on European retail—""Top conviction calls — Europe — Outlet centers"" and ""European retail vacancy rates are converging ... closer to a positive rental tipping point.""",same_view_merge,O,ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,30/06/2026,68,Medium,inferred,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
LaSalle,RE - US Residential,winner,same_claim,"Both favor US residential—""US affordable housing"" top conviction and ""US apartment markets ... significant amount of rent upside.""",same_view_merge,O,LaSalle Macro Quarterly Q32026,01/07/2026,90,High,stated,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
LaSalle,RE - US Residential,merged,same_claim,"Both favor US residential—""US affordable housing"" top conviction and ""US apartment markets ... significant amount of rent upside.""",same_view_merge,O,ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,30/06/2026,68,Medium,inferred,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026
Lion Global Investors,Singapore Equities,merged,same_claim,"Both are positive on Singapore equities—""Singapore offers a defensive, income-oriented investment opportunity"" and ""strong dividends and long-term structural growth.""",same_view_merge,O,2H 2026 Market Outlook,10/03/2025,75,High,stated,2H 2026 Market Outlook | 2026 Singapore Market Update
Lion Global Investors,Singapore Equities,winner,same_claim,"Both are positive on Singapore equities—""Singapore offers a defensive, income-oriented investment opportunity"" and ""strong dividends and long-term structural growth.""",same_view_merge,O,2026 Singapore Market Update,10/03/2025,79,High,stated,2H 2026 Market Outlook | 2026 Singapore Market Update
"Loomis, Sayles & Co.",Duration,kept_distinct,distinct_claims,"Opposite duration calls—""we forecast lower interest rates ... own duration"" versus ""This is not a background for a bond market rally.""",,O,Municipal Market Update,06/07/2026,74,Medium,inferred,(all rows kept)
"Loomis, Sayles & Co.",Duration,kept_distinct,distinct_claims,"Opposite duration calls—""we forecast lower interest rates ... own duration"" versus ""This is not a background for a bond market rally.""",,U,Global Fixed Income Outlook Strategy,22/06/2026,74,Medium,inferred,(all rows kept)
"Loomis, Sayles & Co.",US IG Credit,kept_distinct,distinct_claims,"Different thesis: a relative-value underweight (munis are value ""relative to the Bloomberg US Corporate Bond Index"") versus a fundamentals overweight (""profit margins expand to all-time highs"").",,U,Municipal Market Update,06/07/2026,74,Medium,inferred,(all rows kept)
"Loomis, Sayles & Co.",US IG Credit,kept_distinct,distinct_claims,"Different thesis: a relative-value underweight (munis are value ""relative to the Bloomberg US Corporate Bond Index"") versus a fundamentals overweight (""profit margins expand to all-time highs"").",,O,July 2026 Investment Outlook,09/07/2026,72,Medium,inferred,(all rows kept)
Morgan Stanley,Asia Equities,winner,same_claim,"Both are the same Asia call—""manufacturing-focused Asian economies may be poised to enter an industrial super-cycle.""",same_view_merge,O,Midyear Economic Outlook,15/05/2026,72,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Asia Equities,merged,same_claim,"Both are the same Asia call—""manufacturing-focused Asian economies may be poised to enter an industrial super-cycle.""",same_view_merge,O,Economic Outlook Midyear 2026,15/05/2026,68,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Data Centers,winner,same_claim,"Both are the same data-center call—""spending on data center infrastructure continues to exceed investors' expectations.""",same_view_merge,O,Midyear Economic Outlook,15/05/2026,68,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Data Centers,merged,same_claim,"Both are the same data-center call—""spending on data center infrastructure continues to exceed investors' expectations.""",same_view_merge,O,Economic Outlook Midyear 2026,15/05/2026,68,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Euro Govt Bonds,winner,same_claim,"Both read the same two-sided ECB path—""two rate increases ... cut twice again""—as neutral for euro government bonds.",same_view_merge,N,Midyear Economic Outlook,15/05/2026,74,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Euro Govt Bonds,merged,same_claim,"Both read the same two-sided ECB path—""two rate increases ... cut twice again""—as neutral for euro government bonds.",same_view_merge,N,Economic Outlook Midyear 2026,15/05/2026,68,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,Oil,kept_distinct,distinct_claims,"Documents diverge on direction: baseline ""oil prices drop to around $90 a barrel"" versus ""prices are likely to remain elevated the rest of the year.""",,U,Midyear Economic Outlook,15/05/2026,74,Medium,inferred,(all rows kept)
Morgan Stanley,Oil,kept_distinct,distinct_claims,"Documents diverge on direction: baseline ""oil prices drop to around $90 a barrel"" versus ""prices are likely to remain elevated the rest of the year.""",,U,Economic Outlook Midyear 2026,15/05/2026,74,Medium,inferred,(all rows kept)
Morgan Stanley,Oil,kept_distinct,distinct_claims,"Documents diverge on direction: baseline ""oil prices drop to around $90 a barrel"" versus ""prices are likely to remain elevated the rest of the year.""",,O,Investment Outlook Midyear 2026,15/05/2026,85,High,stated,(all rows kept)
Morgan Stanley,US Equities,merged,same_claim,"All three are positive on US equities—""momentum in the U.S."", ""resilient U.S. growth outlook"", and ""U.S. equities should lead global market gains.""",same_view_merge,O,Midyear Economic Outlook,15/05/2026,72,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026 | Investment Outlook Midyear 2026
Morgan Stanley,US Equities,merged,same_claim,"All three are positive on US equities—""momentum in the U.S."", ""resilient U.S. growth outlook"", and ""U.S. equities should lead global market gains.""",same_view_merge,O,Economic Outlook Midyear 2026,15/05/2026,72,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026 | Investment Outlook Midyear 2026
Morgan Stanley,US Equities,winner,same_claim,"All three are positive on US equities—""momentum in the U.S."", ""resilient U.S. growth outlook"", and ""U.S. equities should lead global market gains.""",same_view_merge,O,Investment Outlook Midyear 2026,15/05/2026,79,High,stated,Midyear Economic Outlook | Economic Outlook Midyear 2026 | Investment Outlook Midyear 2026
Morgan Stanley,US Treasuries,winner,same_claim,"Both read the same Fed-cut path—""the Fed will cut rates twice in the first half of 2027""—as positive for Treasuries.",same_view_merge,O,Midyear Economic Outlook,15/05/2026,74,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
Morgan Stanley,US Treasuries,merged,same_claim,"Both read the same Fed-cut path—""the Fed will cut rates twice in the first half of 2027""—as positive for Treasuries.",same_view_merge,O,Economic Outlook Midyear 2026,15/05/2026,68,Medium,inferred,Midyear Economic Outlook | Economic Outlook Midyear 2026
PGIM,Commodities,merged,same_claim,"Both keep commodities favored—""conditions are still favorable for risk assets, including ... commodities"" and ""Commodities remain a key portfolio component.""",same_view_merge,O,2026 Mid-Year Multi-Asset View,09/06/2026,74,Medium,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Commodities,winner,same_claim,"Both keep commodities favored—""conditions are still favorable for risk assets, including ... commodities"" and ""Commodities remain a key portfolio component.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,85,High,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Credit - General / Multi-Sector / Broad,winner,same_claim,"Both are the same near-identical credit call—""credit fundamentals are not only strong, but also fairly resilient to shocks.""",same_view_merge,O,2026 Mid-Year Fixed Income View,09/06/2026,74,Medium,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Credit - General / Multi-Sector / Broad,merged,same_claim,"Both are the same near-identical credit call—""credit fundamentals are not only strong, but also fairly resilient to shocks.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,74,Medium,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Duration - Short,winner,same_claim,"Both favor shorter duration—""favor shorter spread duration given the flatness of the term curve"" and ""a bias toward shorter-duration positioning.""",same_view_merge,O,2026 Mid-Year Fixed Income View,09/06/2026,74,Medium,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Duration - Short,merged,same_claim,"Both favor shorter duration—""favor shorter spread duration given the flatness of the term curve"" and ""a bias toward shorter-duration positioning.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,74,Medium,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,EAFE/Int'l/Developed ex-US,kept_distinct,distinct_claims,"Different framing: an absolute EAFE neutral (""headwinds ... may constrain further multiple expansion"") versus a relative ""Overweight international equities relative to U.S. equities.""",,N,2026 Mid-Year Multi-Asset View,09/06/2026,74,Medium,stated,(all rows kept)
PGIM,EAFE/Int'l/Developed ex-US,kept_distinct,distinct_claims,"Different framing: an absolute EAFE neutral (""headwinds ... may constrain further multiple expansion"") versus a relative ""Overweight international equities relative to U.S. equities.""",,O,Midyear 2026 Global market outlook,19/06/2026,74,Medium,stated,(all rows kept)
PGIM,EM Debt - General,winner,same_claim,"Both are risk-leaning on EM debt—""We continue to be risk leaning"" and ""resilient regions, countries for emerging market (EM) debt.""",same_view_merge,O,2026 Mid-Year Fixed Income View,09/06/2026,82,High,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,EM Debt - General,merged,same_claim,"Both are risk-leaning on EM debt—""We continue to be risk leaning"" and ""resilient regions, countries for emerging market (EM) debt.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,75,High,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Emerging Markets Equities,merged,same_claim,"Both are positive on EM equities—""emerging markets are projected to deliver approximately 42% growth"" and ""resilient regions, countries for ... equity opportunities.""",same_view_merge,O,2026 Mid-Year Multi-Asset View,09/06/2026,74,Medium,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Emerging Markets Equities,winner,same_claim,"Both are positive on EM equities—""emerging markets are projected to deliver approximately 42% growth"" and ""resilient regions, countries for ... equity opportunities.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,75,High,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Euro Govt Bonds,kept_distinct,distinct_claims,"Conflicting reads on the leaf: a ""Modest tightening"" positive dial versus inferred pressure from ""ECB rate hikes"" and a ""steepening bias.""",,O,2026 Mid-Year Fixed Income View,09/06/2026,86,High,stated,(all rows kept)
PGIM,Euro Govt Bonds,kept_distinct,distinct_claims,"Conflicting reads on the leaf: a ""Modest tightening"" positive dial versus inferred pressure from ""ECB rate hikes"" and a ""steepening bias.""",,U,2026 Mid-Year Multi-Asset View,09/06/2026,74,Medium,inferred,(all rows kept)
PGIM,Euro Govt Bonds,kept_distinct,distinct_claims,"Conflicting reads on the leaf: a ""Modest tightening"" positive dial versus inferred pressure from ""ECB rate hikes"" and a ""steepening bias.""",,U,Midyear 2026 Global market outlook,19/06/2026,74,Medium,inferred,(all rows kept)
PGIM,Fixed Income - General/Global,merged,same_claim,"Both are positive on fixed income—""the market is well poised ... to deliver solid returns"" and ""Overweight fixed income relative to equities.""",same_view_merge,O,2026 Mid-Year Fixed Income View,09/06/2026,74,Medium,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Fixed Income - General/Global,winner,same_claim,"Both are positive on fixed income—""the market is well poised ... to deliver solid returns"" and ""Overweight fixed income relative to equities.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,86,High,stated,2026 Mid-Year Fixed Income View | Midyear 2026 Global market outlook
PGIM,Real Assets,merged,same_claim,"Both favor real assets—""conditions are still favorable for risk assets, including ... real estate"" and ""Real assets ... offer a partial hedge against elevated inflation.""",same_view_merge,O,2026 Mid-Year Multi-Asset View,09/06/2026,74,Medium,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Real Assets,winner,same_claim,"Both favor real assets—""conditions are still favorable for risk assets, including ... real estate"" and ""Real assets ... offer a partial hedge against elevated inflation.""",same_view_merge,O,Midyear 2026 Global market outlook,19/06/2026,75,High,stated,2026 Mid-Year Multi-Asset View | Midyear 2026 Global market outlook
PGIM,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),kept_distinct,distinct_claims,"Different scope: a broad neutral dial (""RMBS, CLOs and ABS - Carry"") versus a favored subset (""High-quality securitized credit, including asset-based finance and CLOs"").",,N,2026 Mid-Year Fixed Income View,09/06/2026,86,High,stated,(all rows kept)
PGIM,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),kept_distinct,distinct_claims,"Different scope: a broad neutral dial (""RMBS, CLOs and ABS - Carry"") versus a favored subset (""High-quality securitized credit, including asset-based finance and CLOs"").",,O,Midyear 2026 Global market outlook,19/06/2026,75,High,stated,(all rows kept)
RBC GAM,AI,winner,same_claim,"Both frame AI as the dominant supportive theme—""the dominant economic and investment story"" and ""tailwinds around AI are likely to support further gains.""",same_view_merge,O,Economic outlook,02/06/2026,74,Medium,inferred,Economic outlook | Market outlook
RBC GAM,AI,merged,same_claim,"Both frame AI as the dominant supportive theme—""the dominant economic and investment story"" and ""tailwinds around AI are likely to support further gains.""",same_view_merge,O,Market outlook,15/06/2026,74,Medium,stated,Economic outlook | Market outlook
RBC GAM,Cash/Money Markets,merged,same_claim,"Both reduce cash to fund fixed income—""added slightly to fixed income (out of cash)"" and ""sourced from cash.""",same_view_merge,U,Economic outlook,02/06/2026,68,Medium,stated,Economic outlook | Market outlook
RBC GAM,Cash/Money Markets,winner,same_claim,"Both reduce cash to fund fixed income—""added slightly to fixed income (out of cash)"" and ""sourced from cash.""",same_view_merge,U,Market outlook,15/06/2026,72,Medium,inferred,Economic outlook | Market outlook
RBC GAM,Credit - General / Multi-Sector / Broad,kept_distinct,distinct_claims,"Different framing: a relative preference (""owning corporate bonds in lieu of government bonds"") versus a low-absolute-exposure underweight (""maintaining relatively low exposure to credit"").",,O,Global fixed income markets,15/06/2026,79,High,stated,(all rows kept)
RBC GAM,Credit - General / Multi-Sector / Broad,kept_distinct,distinct_claims,"Different framing: a relative preference (""owning corporate bonds in lieu of government bonds"") versus a low-absolute-exposure underweight (""maintaining relatively low exposure to credit"").",,U,Market outlook,15/06/2026,86,High,stated,(all rows kept)
RBC GAM,Emerging Markets Equities,kept_distinct,distinct_claims,"Documents diverge: a structural supercycle (""emerging market outperformance will continue"") versus a tactical reduction (""reduced our exposure in emerging market equities to neutral"").",,O,Emerging markets outlook,15/06/2026,79,High,stated,(all rows kept)
RBC GAM,Emerging Markets Equities,kept_distinct,distinct_claims,"Documents diverge: a structural supercycle (""emerging market outperformance will continue"") versus a tactical reduction (""reduced our exposure in emerging market equities to neutral"").",,U,Economic outlook,02/06/2026,68,Medium,stated,(all rows kept)
RBC GAM,Emerging Markets Equities,kept_distinct,distinct_claims,"Documents diverge: a structural supercycle (""emerging market outperformance will continue"") versus a tactical reduction (""reduced our exposure in emerging market equities to neutral"").",,N,Market outlook,15/06/2026,74,Medium,stated,(all rows kept)
RBC GAM,Equities - General,winner,same_claim,"Both keep a slight equity overweight—""Equities remain a slight overweight"" and ""we maintained a slight overweight position.""",same_view_merge,O,Economic outlook,02/06/2026,86,High,stated,Economic outlook | Market outlook
RBC GAM,Equities - General,merged,same_claim,"Both keep a slight equity overweight—""Equities remain a slight overweight"" and ""we maintained a slight overweight position.""",same_view_merge,O,Market outlook,15/06/2026,86,High,stated,Economic outlook | Market outlook
RBC GAM,Europe Equities,merged,same_claim,"Both describe the same reduction of Europe—""incremental reduction from Europe"" and ""moved our European overweight allocation to a slight underweight.""",same_view_merge,U,Economic outlook,02/06/2026,68,Medium,stated,Economic outlook | Market outlook
RBC GAM,Europe Equities,winner,same_claim,"Both describe the same reduction of Europe—""incremental reduction from Europe"" and ""moved our European overweight allocation to a slight underweight.""",same_view_merge,U,Market outlook,15/06/2026,74,Medium,stated,Economic outlook | Market outlook
RBC GAM,Fixed Income - General/Global,superseded,same_claim,"All describe the same quarter's move of adding to fixed income from cash—""a tactical shift from cash"", ""bonds providing returns slightly better than ... cash"", and ""narrowed our prior underweight ... sourced from cash.""",confidence,O,Economic outlook,02/06/2026,75,High,stated,Market outlook
RBC GAM,Fixed Income - General/Global,superseded,same_claim,"All describe the same quarter's move of adding to fixed income from cash—""a tactical shift from cash"", ""bonds providing returns slightly better than ... cash"", and ""narrowed our prior underweight ... sourced from cash.""",confidence,O,Global fixed income markets,15/06/2026,75,High,stated,Market outlook
RBC GAM,Fixed Income - General/Global,winner,same_claim,"All describe the same quarter's move of adding to fixed income from cash—""a tactical shift from cash"", ""bonds providing returns slightly better than ... cash"", and ""narrowed our prior underweight ... sourced from cash.""",confidence,U,Market outlook,15/06/2026,86,High,stated,Market outlook
RBC GAM,Intermediate US Treasuries,kept_distinct,distinct_claims,"Different framing: a forecast yield-rise price negative (""10-year Treasury yield to reach 4.75%"") versus a valuation positive (""modest return potential with minimal valuation risk"").",,U,Global fixed income markets,15/06/2026,74,Medium,forecast_delta,(all rows kept)
RBC GAM,Intermediate US Treasuries,kept_distinct,distinct_claims,"Different framing: a forecast yield-rise price negative (""10-year Treasury yield to reach 4.75%"") versus a valuation positive (""modest return potential with minimal valuation risk"").",,O,Market outlook,15/06/2026,75,High,stated,(all rows kept)
RBC GAM,US Equities,merged,same_claim,"Both move US equities to a slight overweight—""renewed tilt toward U.S. markets"" and ""moved to a slight overweight from underweight.""",same_view_merge,O,Economic outlook,02/06/2026,79,High,stated,Economic outlook | Market outlook
RBC GAM,US Equities,winner,same_claim,"Both move US equities to a slight overweight—""renewed tilt toward U.S. markets"" and ""moved to a slight overweight from underweight.""",same_view_merge,O,Market outlook,15/06/2026,86,High,stated,Economic outlook | Market outlook
RBC Wealth,Industrials,merged,same_claim,"Both are positive on industrials—""Electrical generation and transmission equipment"" and ""the European Industrials sector as offering attractive long-term investment opportunities.""",same_view_merge,O,The Unstoppables,15/06/2026,75,High,stated,The Unstoppables | Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific
RBC Wealth,Industrials,winner,same_claim,"Both are positive on industrials—""Electrical generation and transmission equipment"" and ""the European Industrials sector as offering attractive long-term investment opportunities.""",same_view_merge,O,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,15/06/2026,79,High,stated,The Unstoppables | Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific
RBC Wealth,Intermediate US Treasuries,winner,same_claim,"Both see the 10-year holding near current levels, differing only in emphasis—""hold at current levels around 4.50 percent, but with an upward bias"" and ""Treasury yields trading around current levels.""",confidence,U,Bond markets seeing the forest for the trees,15/06/2026,75,High,stated,Bond markets seeing the forest for the trees
RBC Wealth,Intermediate US Treasuries,superseded,same_claim,"Both see the 10-year holding near current levels, differing only in emphasis—""hold at current levels around 4.50 percent, but with an upward bias"" and ""Treasury yields trading around current levels.""",confidence,N,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,15/06/2026,74,Medium,stated,Bond markets seeing the forest for the trees
State Street,Alternatives - General,winner,same_claim,"Both recommend alternatives to hedge—""hedge accordingly to boost portfolio resilience"" via ""multi-asset and alternative strategies.""",same_view_merge,O,Market Signals and Shifts: Midyear update,29/06/2026,74,Medium,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Alternatives - General,merged,same_claim,"Both recommend alternatives to hedge—""hedge accordingly to boost portfolio resilience"" via ""multi-asset and alternative strategies.""",same_view_merge,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,74,Medium,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Duration,merged,same_claim,"Both are negative on duration—""holding rates higher for longer"" and ""limiting the scope for sustained rallies in duration.""",same_view_merge,U,Market Signals and Shifts: Midyear update,29/06/2026,68,Medium,inferred,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Duration,winner,same_claim,"Both are negative on duration—""holding rates higher for longer"" and ""limiting the scope for sustained rallies in duration.""",same_view_merge,U,Market Signals and Shifts Midyear Update 2026,29/06/2026,74,Medium,inferred,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Equities - General,winner,same_claim,"Both are the same negative equity call—""equities may underperform bonds by 6 percent"" / ""average prediction of -5.8%.""",same_view_merge,U,Market Signals and Shifts: Midyear update,29/06/2026,86,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
