Firm,Date,Source,URL,Sub-Asset Class,Asset Class Category,Canva Groupings,Asset Class,View,Full Commentary,confidence,band,review_flag,basis,checker_strength,call_language,quote_match
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,USD,Currencies,Currencies,Currencies,N,"State Street balances supportive USD factors from safe-haven correlations and rate gaps against uncertainty around inflation and future Fed easing, leaving the dollar view neutral. Evidence: The dollar’s fortunes lie very much in the balance.. Locator: p.14.",75,High,none,stated,adequate,directional,
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,Emerging Markets Fixed Income,Fixed Income - Geo,Fixed Income - General,Fixed Income,O,"State Street finds selective EM real-yield opportunities attractive as contained inflation and easing capacity support policy credibility, while subdued sovereign inflows remain the counterpoint. Evidence: real yield opportunities remain attractive across EM. Locator: p.15.",75,High,none,stated,adequate,directional,
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,CLP,Currencies,Currencies,Currencies,O,"State Street shows CLP as a high-positioning EM FX market, consistent with its statement that investors are overweight high-yielding markets on carry appeal. Evidence: Figure 12 plots CLP near the upper-left, above the 50 real money-FX positioning percentile line and below 0% REER vs 10-year average.. Locator: p.17 — 'Figure 12: Idiosyncratic EM FX'.",96,High,none,stated,adequate,explicit_dial,
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,BRL,Currencies,Currencies,Currencies,O,"State Street shows BRL as a high-positioning EM FX market, matching the overweight in high-yielding Latin American FX driven by carry appeal. Evidence: Figure 12 plots BRL above the 50 real money-FX positioning percentile line and below 0% REER vs 10-year average.. Locator: p.17 — 'Figure 12: Idiosyncratic EM FX'.",96,High,none,stated,adequate,explicit_dial,
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,CNY,Currencies,Currencies,Currencies,O,"State Street shows CNY as highly owned within EM FX, fitting the positive positioning in North Asian markets tied to structural growth narratives. Evidence: Figure 12 plots CNY above the 50 real money-FX positioning percentile line and below 0% REER vs 10-year average.. Locator: p.17 — 'Figure 12: Idiosyncratic EM FX'.",96,High,none,stated,adequate,explicit_dial,
State Street,29/06/2026,Market Signals and Shifts: Midyear update,https://www.statestreet.com/us/en/insights/market-signals-and-shifts-midyear-update-2026,Peso,Currencies,Currencies,Currencies,U,"State Street shows MXN as under-owned despite a high positive REER gap, consistent with its comment that overvalued EM currencies are being avoided. Evidence: Figure 12 plots MXN below the 50 real money-FX positioning percentile line and around +22% REER vs 10-year average.. Locator: p.17 — 'Figure 12: Idiosyncratic EM FX'.",86,High,none,stated,adequate,explicit_dial,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,Fixed Income - General/Global,Asset Allocation - Broad,Asset Allocation,Fixed Income,U,"RBC expects bond-market underperformance to continue into year-end and says price appreciation from lower yields should remain elusive despite higher coupons. Evidence: Despite higher yields on offer, bond markets have struggled to perform this year, which we expect to continue into year-end. We believe investors should focus on coupon income as bond price appreciation due to lower yields should remain elusive.. Locator: p.2 — 'Key points' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,Long-Dated Bonds,Fixed Income - Duration,Fixed Income - General,Fixed Income,U,"RBC sees higher government bond yields ahead, with longer-dated yields reacting more significantly, implying pressure on long-dated bond prices. Evidence: Markets have repriced modest central bank rate hikes ahead, but the reaction in longer-dated bond yields has been more significant, suggesting bigger factors are at play. We see higher government bond yields ahead.. Locator: p.2 — 'Key points' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,Global Govt Bonds/SSAs,Fixed Income - Sovereigns,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC sees little scope for sovereign yields to fall, leaving government-bond price appreciation elusive and making the stance negative for global sovereign bonds. Evidence: Given that we see little scope for sovereign bond yields to move materially lower absent economic downturns, investors should simply aim to maximise income, as bond price appreciation on top of coupons could remain elusive.. Locator: p.5.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,Intermediate US Treasuries,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC says 10-year Treasury yields have an upward bias and could test higher cycle levels, which is negative for intermediate U.S. Treasury prices. Evidence: With respect to the benchmark 10-year Treasury yield, on balance we expect it to hold at current levels around 4.50 percent, but with an upward bias. Importantly, we do see scope for it to test key technical levels of this cycle: 4.80 percent in 2025 and 5.0 percent from 2023.. Locator: p.4.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,German Bunds,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC forecasts German Bund yields rising from just above 3.0 percent toward 3.25 percent this year and 3.40 percent in 2027, implying lower Bund prices. Evidence: The German Bund yield broke above 3.0 percent following the onset of the Middle East conflict and has largely held that level since. Our forecast has it rising modestly toward 3.25 percent this year, and to 3.40 percent in 2027.. Locator: p.4. Basis: forecast_delta — a house forecast endpoint (25bp move) is treated as a provisional view (delta-as-view pending client confirmation); confidence capped below High and review required.",74,Medium,review,forecast_delta,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,UK Gilts,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,N,"RBC expects 10-year Gilt yields to steady around 5.0 percent through year-end, which reads as a neutral/stable view on UK Gilts. Evidence: Despite a modest BoE rate outlook, the 10-year Gilt yield has been highly volatile this year, trading as low as 4.2 percent and as high as 5.2 percent. For now, we see it steadying around 5.0 percent through year-end.. Locator: p.4.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,Bond markets seeing the forest for the trees,https://www.rbcwealthmanagement.com/en-uk/insights/bond-markets-seeing-the-forest-for-the-trees,Credit - General / Multi-Sector / Broad,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC says global corporate bonds offer very little incremental yield for credit and default risk, leaving a miniscule margin for error and a cautious credit view. Evidence: Global corporate bonds present just 0.76 percent of incremental yield over their government bond peers for potential credit and default risks. While not quite as low as the lowest lows of 2005 (+0.55 percent), the margin for error is clearly miniscule.. Locator: p.5.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The wall of worry obscures a plausible path to higher ground,https://www.rbcwealthmanagement.com/en-uk/insights/the-wall-of-worry-obscures-a-plausible-path-to-higher-ground,Equities - General,Asset Allocation - Broad,Asset Allocation,Equities,N,"RBC advises maintaining equities only up to the investor’s long-term target exposure, leaving the portfolio at strategic/neutral weight rather than overweight while preserving a defensive plan if conditions worsen. Evidence: Our positioning advice remains the same: portfolios should remain committed to equities up to but not beyond an investor’s long-term targeted exposure. Having a plan for how to become more defensive if conditions dictate should always be an element of prudent portfolio planning.. Locator: p.5.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Ageing & Lifestyle/Healthcare Innovation/Demographics,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC treats ageing demographics and medical advances as unstoppable long-term investable themes with durable demand tailwinds, while acknowledging some businesses may face headwinds. Evidence: The surging “gray wave” of retirees with mostly fixed incomes, who are facing rising costs of care and have an appetite for therapies and products promising to lengthen health spans (i.e. the number of years a person lives in good health) ... To these we are adding medical advances as another Unstoppables theme. ... All of the above are driven by demand imperatives that show very few if any signs of abating. For at least the next two or three decades we believe they are likely to provide a reliable, exploitable tailwind for some businesses, and perhaps challenging headwinds for others.. Locator: p.2.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,AI,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC includes AI and related algorithmic battlefield technologies in its investable ideas list, framing them as already being integrated into weapons and battlefield management systems. Evidence: Investable ideas box: AI, neural networks, advanced algorithms and signals processing, along with netcentric platforms: These technologies are already being integrated into weapons and battlefield management systems.. Locator: p.11 — 'Investable ideas' box under defence spending section.",85,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Energy Transition/Clean Energy,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC frames renewables and electrification as long-duration investable themes supported by declining costs, scalability, and durable demand. Evidence: The emergence of electricity as the dominant source of power enabled by the rapidly declining costs and scalability of renewables (wind and solar) as well as grid-scale power storage ... All of the above are driven by demand imperatives that show very few if any signs of abating. For at least the next two or three decades we believe they are likely to provide a reliable, exploitable tailwind for some businesses, and perhaps challenging headwinds for others.. Locator: p.2.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Defence/Aerospace,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC adds defence spending as an investable theme driven by geopolitics and higher allied burden-sharing, implying a positive view on defence-related equities. Evidence: We are also adding defence spending triggered by the geopolitical eruptions of the past few years and months, together with the U.S. insistence that its allies carry more of the shared financial burden as well as the indications that it is rethinking its commitments to the defence of Europe and perhaps Taiwan, or indeed much of East Asia. ... All of the above are driven by demand imperatives that show very few if any signs of abating. For at least the next two or three decades we believe they are likely to provide a reliable, exploitable tailwind for some businesses, and perhaps challenging headwinds for others.. Locator: p.2.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Financials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,RBC identifies financial services as an investable beneficiary of ageing populations as retirees need wealth-management and insurance solutions. Evidence: The gray wave Investable ideas box lists: “The financial services industry (e.g. wealth management and insurance) as individuals will need to consider how not to outlive their savings.”. Locator: p.3 — 'The gray wave' Investable ideas box.,75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Construction,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,RBC sees homebuilders as an investable beneficiary of ageing-related housing demand across multi-generational and single-occupancy homes. Evidence: The gray wave Investable ideas box lists: “Homebuilders looking to meet increased demand to accommodate both multi-generational households and single-occupancy homes.”. Locator: p.4 — 'The gray wave' Investable ideas box.,75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Consumer Discretionary,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC points to travel and leisure as consumer-discretionary beneficiaries of retiree spending priorities. Evidence: The gray wave Investable ideas box lists: “Travel (e.g. air and rail operators, cruise lines, and recreational vehicle manufacturers) and recreation/leisure (e.g. gardening and DIY tools and supplies) as these areas are top of the to-do list for most planning to retire.”. Locator: p.4 — 'The gray wave' Investable ideas box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Healthcare/Pharma,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,RBC highlights selected biotech companies as investable beneficiaries of medical advances where unmet need and trial execution are strong. Evidence: The Medical advances Investable ideas box lists: “Biotech companies that prioritise diseases with a meaningful unmet need and demonstrate the ability to execute on well-designed clinical trials.”. Locator: p.5 — 'Medical advances' Investable ideas box.,75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Infrastructure Theme,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC says portfolios would likely benefit from exposure to AI-linked infrastructure beneficiaries across power, transmission, storage, data centres, and data transmission. Evidence: We think investment portfolios would likely benefit from exposure to the infrastructure beneficiaries of generative AI (GenAI) e.g. electricity production, transmission, and storage, as well as data centre construction and data transmission – where the eventual spending may take a decade or more to arrive.. Locator: p.7 — 'Investable ideas' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Data Centers,Alts - Infrastructure,Alts - Real Assets,Alternatives,O,"RBC explicitly names data centre construction as an AI infrastructure beneficiary that could support portfolios. Evidence: We think investment portfolios would likely benefit from exposure to the infrastructure beneficiaries of generative AI (GenAI) e.g. electricity production, transmission, and storage, as well as data centre construction and data transmission – where the eventual spending may take a decade or more to arrive.. Locator: p.7 — 'Investable ideas' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Copper/Industrial,Alts - Commodities,Commodities,Alternatives,O,"RBC names copper among raw-material investable ideas tied to electrification demand. Evidence: Investable ideas: Raw materials such as copper, nickel, lithium, cobalt, and uranium.. Locator: p.10 — 'Investable ideas' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Uranium,Alts - Commodities,Commodities,Alternatives,O,"RBC includes uranium in the raw-material investable ideas associated with electrification. Evidence: Investable ideas: Raw materials such as copper, nickel, lithium, cobalt, and uranium.. Locator: p.10 — 'Investable ideas' box.",85,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Industrials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC points to electrical generation and transmission equipment makers as investable beneficiaries of electrification. Evidence: Investable ideas: Electrical generation and transmission equipment, including transformers, switches, high voltage cables, solar panels, and electrolyzers.. Locator: p.10 — 'Investable ideas' box.",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026,The Unstoppables,https://www.rbcwealthmanagement.com/en-uk/insights/the-unstoppables-midyear-2026,Tech & Automation,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,RBC identifies grid-balancing software as an investable electrification beneficiary. Evidence: Investable ideas: Software solutions to enhance grid balancing (i.e. so that electricity consumption matches electricity production of an electrical grid).. Locator: p.10 — 'Investable ideas' box. Checker: unconfirmed (Grid-balancing software maps defensibly to Tech & Automation but a reviewer could place it under a software/industrials leaf.).,74,Medium,review,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Europe Equities,Equities - DMs,Equities - Geography,Equities,N,"RBC expects European equities to trade sideways while the Middle East conflict and Strait of Hormuz disruption persist, leaving the regional equity view neutral for now. Evidence: So long as the Middle East conflict continues, and the Strait of Hormuz remains disrupted, we think European equities are likely to trade sideways.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Industrials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,RBC sees European Industrials as attractive long-term opportunities supported by structural tailwinds. Evidence: We continue to see the European Industrials sector as offering attractive long-term investment opportunities supported by various structural tailwinds. Locator: p.1 (Global Insight 2026 Midyear Outlook: Europe).,79,High,none,stated,decisive,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Europe Equities - Financials,Equities - Country + Sector,"Equities - Sectors, Factors, Thematics",Equities,O,RBC is positive on European banks because earnings momentum is positive and valuations remain inexpensive. Evidence: banks’ earnings momentum remains positive and valuations continue to be inexpensive. Locator: p.1 (Global Insight 2026 Midyear Outlook: Europe).,75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Europe Duration,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC remains cautious on adding European sovereign duration near term as longer-dated yields may drift higher, though it sees future entry points at peak yields. Evidence: Bond yields, especially longer-dated yields, may drift higher due to issuance increases this year and with the ECB continuing to reduce its balance sheet by not reinvesting matured bond proceeds. In the near term, we remain cautious on adding meaningful duration in sovereign bonds, but we think opportunities for long-term investors exist when yields reach year-to-date peak levels.. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Italy Govt Bonds,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC expects Italian spreads not to tighten despite fiscal improvement, implying a cautious relative view on Italian government bonds. Evidence: Italian sovereign spreads – yield differentials relative to German Bunds – are unlikely to tighten in the near term despite recent fiscal improvements, in our view.. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,French Govt Bonds,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,"RBC expects French spreads to remain wider because of weaker fiscal positions, implying a cautious view on French government bonds. Evidence: French and Belgian spreads will likely remain wider, reflecting weaker fiscal positions. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Euro Govt Bonds (Peripherals),Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,O,"RBC expects Spanish and Portuguese peripheral spreads to remain tight, supported by growth and better public finances. Evidence: Spanish and Portuguese spreads should stay relatively tight, underpinned by solid growth and improving public finances.. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Europe Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC remains underweight European corporate credit as higher inflation, weaker growth, and energy pressures weigh on spreads and margins. Evidence: At current levels, we remain Underweight corporate credit, particularly cyclical and consumer-facing issuers, where energy-driven pressures are squeezing margins and real household wages.. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",86,High,none,stated,decisive,explicit_stance,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Credit - Select Sectors,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,O,"RBC favors selected corporate-credit sectors, especially defensive issuers and selective opportunities in Financials, Energy, and Materials. Evidence: We favour defensive sectors: Telecommunications, Utilities and Healthcare. We still see selective opportunities in Financials, Energy and Materials.. Locator: p.3 (Global Insight 2026 Midyear Outlook: Europe).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,US Equities,Equities - DMs,Equities - Geography,Equities,N,"RBC recommends a Market Weight position in U.S. equities as stronger earnings support is offset by midterm, yield, and geopolitical pullback risks. Evidence: We suggest maintaining a Market Weight position in U.S. equities.. Locator: p.1 (Global Insight 2026 Midyear Outlook: United States).",86,High,none,stated,decisive,explicit_stance,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Technology (Sector),Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,N,"RBC does not call for an outright underweight in Technology, but recommends bringing enlarged sector exposures back into balance after the rally. Evidence: In order to manage risk, we would scrutinise equity holdings as some stocks in the Technology sector (especially semiconductors) have rallied sharply and could face bouts of significant volatility and/or correct meaningfully. Therefore, investors should be vigilant about single-stock and sector exposures in portfolios by bringing them back into balance if they’ve drifted well out of bounds.. Locator: p.1 (Global Insight 2026 Midyear Outlook: United States).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Intermediate US Treasuries,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,N,"RBC expects the 10-year Treasury yield to trade around current levels, leaving intermediate Treasuries effectively neutral despite upside yield risks. Evidence: With the Fed likely on hold, we see Treasury yields trading around current levels. Locator: p.3 (Global Insight 2026 Midyear Outlook: United States). Evidence check: page p.3 flagged scrambled (two-column interleave); prose verbatim check degraded to key-token overlap (confidence capped, review required).",74,Medium,review,stated,adequate,directional,
