Firm,Date,Source,URL,Sub-Asset Class,Asset Class Category,Canva Groupings,Asset Class,View,Weightings,Full Commentary
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,US HY,Fixed Income - High Yield,Fixed Income - Credit & Specialty,Fixed Income,O,Overweight,"US high yield has risen 97 bps to a 7.7% yield-to-worst since late February, a level the team identifies as meeting target returns for many institutional investors. Higher Treasury yields are cushioning spread widening, creating an unusual dynamic where total yield rises faster than credit risk alone would imply. Barings sees merit in beginning to add HY exposure at these levels."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,US Equities,Equities - DMs,Equities - Geography,Equities,O,Overweight,The team is cautiously adding back US equity exposure with a preference for tech-oriented sectors and small caps where earnings outlooks remain robust for 2026. The S&P 500's 7.7% decline from the war has improved valuations from previously stretched levels. Barings explicitly favours US risky assets over Europe given stronger cyclical support in the US corporate sector.
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Cash/Money Markets,Asset Allocation - Broad,Asset Allocation,Fixed Income,O,Overweight,"Cash and money market instruments remain the anchor of Barings' multi-asset positioning under their 'Stabilize Your Core' philosophy. The strategy has been to build portfolios around the highest-quality, lowest-volatility assets to weather the chaotic mix of economic dispersion and geopolitical aggression. This conservative core has preserved capital and provided optionality to deploy into dislocations."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,USD,Currencies,Currencies,Currencies,O,Overweight,"Barings prefers USD alongside real rates as the primary hedging and ballast instrument for multi-asset portfolios. The team explicitly favours this approach over risky asset hedges like VIX or credit CDX, which have become expensive. The dollar benefits from safe-haven demand during the geopolitical shock and provides natural offset to underweight positions in European assets."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Oil,Alts - Commodities,Commodities,Alternatives,O,Overweight,"WTI and Brent crude have spiked over 50% from January lows as the Iran war threatens 12-15% of global oil supply. The IEA is calling this the largest energy shock ever, with a serious risk of prices reaching $150 per barrel. European natural gas prices are up over 70%. The energy complex is the most direct market expression of the geopolitical conflict."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Energy Sector,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,Overweight,"The energy sector is the primary equity beneficiary of the sustained oil price shock, with crude prices up over 50% since January. Sectors exposed to energy inputs face margin compression, but pure energy producers benefit directly from the war premium. The 43% increase in pump prices since late February underscores the scale of the disruption flowing through to the real economy."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,US Treasuries,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,N,Neutral,"US 30-year yields are testing 5.0% for the first time since last July, and front-end yields are up more than 50 bps from February lows. Valuations are now appealing in both absolute terms and via the term premium. However, the team prefers to wait for clarity on the inflation path before leaning into a duration overweight, expecting central banks to hold rates through the summer."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Inflation-Linked/TIPs,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,N,Neutral,"Real rates are a preferred hedging vehicle alongside USD for multi-asset portfolios. US 2-year inflation breakevens have risen 100 bps year-to-date, reflecting the energy shock pass-through. The dramatic repricing of central bank policy paths introduces two-way risk in linkers, making them more of a hedge tool than a directional conviction position."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,LatAm Fixed Income,Fixed Income - Geo,Fixed Income - General,Fixed Income,N,Neutral,"The aggressive repricing of sovereign yields in March has opened pockets of value across Latin America, alongside the US, UK, and Europe. Barings identifies LatAm as one of several regions where the dislocation in rates markets has created potential entry points, though the team does not express strong directional conviction on the region specifically."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,UK Gilts,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,N,Neutral,"UK 2-year yields experienced a 3.6 standard deviation move in March, rising a full 105 bps. The swing from pricing two BOE cuts to three hikes is among the most dramatic in recent memory. Valuations are now compelling, but the BOE faces a more challenging credibility dynamic with UK inflation breakevens up 180 bps, suggesting patience is warranted."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Europe Equities,Equities - DMs,Equities - Geography,Equities,U,Underweight,"Barings explicitly underweights Europe relative to the US for new risky asset positioning. The European backdrop has less cyclical support and is more vulnerable to both the growth and inflation impacts of the Iran war. Sectors exposed to energy-intensive inputs and Strait of Hormuz transit routes face particularly acute headwinds, and the central bank policy environment is more constrained."
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Europe Duration,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,Underweight,The BOE and ECB face a more challenging credibility battle than the Fed as they wrestle with an inflationary trajectory that the energy shock has dramatically worsened. Barings expects developed market central banks to keep policy rates on hold through the summer. European duration carries more risk than US given the greater pass-through of energy costs to inflation in the UK and eurozone.
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Hedge Funds/Liquid Alts/Absolute Return,Alts - HFs,Alts - Hedge Funds,Alternatives,U,Underweight,Risky asset hedges including VIX and credit CDX have become less attractive given their expensive levels following the war-driven volatility spike. Barings prefers a mix of USD and real rates as portfolio ballast rather than paying elevated premiums for volatility or credit protection. The team views the cost of hedging as too high relative to the protection offered.
Barings,4/1/2026,Multi-Asset Insights: War Gaming,https://www.barings.com/en-us/guest/perspectives/viewpoints/multi-asset-insights-war-gaming-multiasset-vwpt,Emerging Markets Equities,Equities - EMs,Equities - Geography,Equities,U,Underweight,"Emerging market equities are not a focus area for Barings' new positioning. The team's risk budget is directed toward US credit and equities where they see more compelling risk-reward. The combination of a strong dollar, elevated energy prices, and stagflationary pressures creates broad headwinds for the EM equity complex, though individual country dynamics may vary."
